Coverage,EmploymentStatus,Income,Marital.Status,Monthly.Premium.Auto,Number.of.Open.Complaints,Number.of.Policies,Renew.Offer.Type,Vehicle.Class,Customer.Lifetime.Value
Basic,Disabled,18665,Divorced,66,0,2,Offer1,Four-Door Car,7251.331956
Extended,Medical Leave,20068,Married,86,0,3,Offer1,Four-Door Car,6618.016423
Basic,Employed,69668,Single,72,0,9,Offer2,Two-Door Car,5704.679894
Extended,Employed,58718,Single,226,0,1,Offer1,Luxury Car,8906.991433
Extended,Employed,28564,Married,89.55638236,0,1,Offer3,Four-Door Car,3061.052283
Basic,Employed,55843,Married,192,0,1,Offer1,Luxury SUV,7716.997859
Extended,Employed,21326,Divorced,99,0,3,Offer1,Four-Door Car,7756.174223
Basic,Disabled,17723,Married,72,0,3,Offer1,Two-Door Car,5452.625449
Basic,Employed,28651,Married,64,0,2,Offer3,Two-Door Car,12298.6863
Extended,Employed,39894,Married,134,0,2,Offer3,SUV,32725.2974
Basic,Unemployed,0,Single,70,0,2,Offer1,Four-Door Car,7511.660568
Basic,Employed,98713,Married,65,0,2,Offer2,Two-Door Car,15777.88702
Basic,Employed,85704,Married,68,1,4,Offer2,Two-Door Car,5550.149947
Basic,Employed,33321,Married,105,0,3,Offer2,SUV,8260.639809
Basic,Unemployed,0,Single,70,1,2,Offer2,Four-Door Car,6933.335325
Basic,Employed,33588,Married,75.57239444,1,2,Offer2,Two-Door Car,19597.05706
Premium,Employed,69161,Married,121,1,2,Offer1,SUV,15374.18296
Basic,Unemployed,0,Single,170.3093569,0,1,Offer3,Luxury Car,6615.815683
Extended,Unemployed,0,Single,88,2,4,Offer3,Four-Door Car,9553.415528
Extended,Unemployed,0,Married,87,0,3,Offer1,Two-Door Car,9498.473472
Basic,Employed,55270,Married,63,0,2,Offer1,Two-Door Car,20237.15039
Basic,Employed,20510,Married,74,0,1,Offer2,Two-Door Car,2903.242245
Premium,Employed,69704,Married,112,0,5,Offer2,Four-Door Car,8662.048958
Basic,Retired,15340,Divorced,191,0,3,Offer1,Luxury Car,12779.06199
Basic,Employed,95766,Married,68,0,5,Offer2,Four-Door Car,5505.687336
Basic,Employed,24910,Married,69,0,3,Offer3,Two-Door Car,5470.181751
Extended,Employed,21206,Married,136,0,2,Offer3,Sports Car,16256.80661
Extended,Employed,51489,Married,139,0,1,Offer1,SUV,5568.656492
Basic,Employed,26890,Divorced,65,0,3,Offer3,Four-Door Car,5107.163002
Extended,Employed,66627,Married,86,0,3,Offer4,Four-Door Car,6837.536476
Basic,Employed,26689,Married,64,0,1,Offer3,Four-Door Car,2495.464753
Premium,Employed,24851,Married,140,4,2,Offer1,Sports Car,32437.0535
Basic,Unemployed,0,Married,74,0,4,Offer1,Four-Door Car,5414.320958
Basic,Unemployed,0,Divorced,104,2,1,Offer1,SUV,3451.10244
Basic,Employed,54314,Single,68,0,1,Offer2,Four-Door Car,2612.756658
Basic,Employed,20532,Divorced,67,0,2,Offer1,Four-Door Car,7858.047444
Basic,Unemployed,0,Single,74,0,2,Offer1,Four-Door Car,7539.600588
Extended,Unemployed,0,Single,122,0,4,Offer2,SUV,8295.977271
Basic,Employed,61807,Divorced,70,0,1,Offer2,Two-Door Car,2810.464447
Premium,Employed,50234,Married,246.3808249,0,1,Offer3,Luxury Car,11323.35555
Premium,Disabled,26049,Married,118,0,6,Offer1,Two-Door Car,9102.267849
Basic,Employed,36301,Single,118,0,2,Offer1,SUV,32306.28587
Extended,Unemployed,0,Married,93,0,1,Offer1,Four-Door Car,3444.171166
Basic,Unemployed,0,Married,73.06721497,0,1,Offer2,Two-Door Car,2472.227293
Basic,Employed,20244,Married,66,0,4,Offer2,Four-Door Car,5074.841142
Extended,Unemployed,0,Single,136,1,3,Offer1,SUV,9032.370378
Basic,Employed,67197,Divorced,74,3,2,Offer1,Two-Door Car,8481.310791
Basic,Unemployed,0,Single,108,0,4,Offer2,SUV,7259.328982
Basic,Employed,25564,Divorced,71,0,6,Offer1,Four-Door Car,5495.183322
Basic,Employed,68665,Married,69,0,7,Offer3,Two-Door Car,5600.496541
Basic,Employed,49480,Married,70,1,4,Offer2,Four-Door Car,5490.775023
Basic,Retired,26802,Married,71.96001397,1,3,Offer2,Four-Door Car,4636.54647
Basic,Employed,31530,Married,69,1,3,Offer1,Two-Door Car,5460.373249
Basic,Employed,55281,Married,192,1,1,Offer1,Luxury SUV,7605.637524
Extended,Unemployed,0,Single,79,0,1,Offer1,Four-Door Car,2824.849967
Basic,Employed,22276,Married,111,1,2,Offer3,SUV,17250.74771
Basic,Medical Leave,22520,Married,69,1,9,Offer3,Two-Door Car,5332.462694
Premium,Employed,58327,Married,129,0,3,Offer2,SUV,10364.34749
Basic,Employed,77693,Married,65,0,7,Offer2,Four-Door Car,5256.923177
Basic,Employed,72117,Married,103,0,9,Offer1,SUV,8356.181097
Basic,Employed,64455,Single,71,0,2,Offer4,Four-Door Car,21766.83059
Basic,Unemployed,0,Single,66,0,3,Offer3,Four-Door Car,4566.377261
Extended,Unemployed,0,Single,124.8107259,0,6,Offer1,SUV,9707.647552
Extended,Employed,23339,Married,138,0,1,Offer2,SUV,5437.908293
Basic,Unemployed,0,Single,73,0,1,Offer2,Four-Door Car,2510.054168
Extended,Unemployed,0,Married,86,2,2,Offer2,Two-Door Car,8681.046339
Premium,Employed,34337,Married,113,0,9,Offer2,Four-Door Car,9035.671134
Premium,Employed,34695,Single,112,0,7,Offer1,Two-Door Car,8743.852187
Extended,Retired,20993,Divorced,133,0,1,Offer2,SUV,4772.943848
Extended,Unemployed,0,Married,95,0,1,Offer2,Four-Door Car,2716.190293
Extended,Employed,56940,Married,87,0,9,Offer2,Four-Door Car,6997.827397
Basic,Employed,63909,Married,112,0,8,Offer2,SUV,8836.030712
Basic,Medical Leave,14072,Divorced,71,0,2,Offer1,Four-Door Car,24127.50402
Extended,Disabled,21853,Married,86,0,5,Offer3,Four-Door Car,6555.360031
Basic,Employed,32210,Divorced,103,0,1,Offer1,SUV,4111.197013
Basic,Unemployed,0,Single,70,0,3,Offer2,Two-Door Car,4484.254754
Basic,Unemployed,0,Married,72,0,1,Offer1,Four-Door Car,2767.499996
Basic,Employed,74057,Divorced,107,0,1,Offer1,SUV,4318.088108
Extended,Employed,40332,Married,132,2,5,Offer1,Sports Car,10524.71154
Extended,Retired,19614,Married,85,0,2,Offer2,Two-Door Car,16301.9676
Basic,Unemployed,0,Single,62,5,2,Offer2,Four-Door Car,5409.955926
Basic,Employed,20934,Married,61,1,1,Offer2,Four-Door Car,2329.459058
Basic,Disabled,25163,Married,67,0,1,Offer2,Two-Door Car,2534.990075
Basic,Employed,22454,Single,110,2,3,Offer2,SUV,8439.615236
Basic,Employed,33317,Married,72,0,3,Offer1,Two-Door Car,5643.724704
Basic,Employed,61542,Married,67,0,6,Offer1,Four-Door Car,5284.041003
Basic,Employed,72503,Married,103,0,2,Offer1,SUV,12390.47778
Basic,Unemployed,0,Single,74,0,1,Offer2,Four-Door Car,2489.662064
Extended,Unemployed,0,Single,87,1,5,Offer2,Four-Door Car,6051.799036
Basic,Employed,96314,Single,69,0,1,Offer2,Four-Door Car,2735.469265
Extended,Employed,68370,Married,81,1,1,Offer2,Four-Door Car,3235.360468
Basic,Employed,65024,Married,118.0962928,0,2,Offer1,SUV,13117.52215
Basic,Unemployed,0,Single,113,0,2,Offer3,Sports Car,12128.4467
Basic,Unemployed,0,Married,64.91263588,0,2,Offer2,Four-Door Car,7200.664877
Extended,Employed,34986,Married,91,0,1,Offer4,Four-Door Car,3636.943738
Basic,Employed,92766,Married,71,0,2,Offer2,Two-Door Car,20096.89337
Basic,Unemployed,0,Single,116,0,3,Offer1,Sports Car,8169.334846
Basic,Employed,53055,Single,112,2,3,Offer3,SUV,8548.30415
Basic,Retired,16258,Married,64,0,1,Offer2,Two-Door Car,2398.333185
Extended,Employed,42846,Married,81,0,4,Offer1,Four-Door Car,6480.681366
Extended,Employed,63741,Single,91,0,6,Offer3,Four-Door Car,7185.673718
Extended,Employed,29881,Married,85,0,6,Offer1,Four-Door Car,6755.076276
Basic,Unemployed,0,Single,105,0,1,Offer4,SUV,3561.595726
Basic,Employed,34621,Married,100.2790232,1,8,Offer1,SUV,8595.665294
Extended,Employed,88410,Married,99,0,1,Offer2,Four-Door Car,3979.718986
Basic,Employed,28559,Married,66,0,5,Offer4,Four-Door Car,5316.7566
Basic,Employed,37748,Married,181,2,2,Offer1,Luxury Car,41491.74481
Basic,Unemployed,0,Divorced,68,0,7,Offer1,Four-Door Car,4785.909313
Basic,Employed,27734,Married,65,0,1,Offer2,Four-Door Car,2595.558788
Basic,Retired,10621,Single,67,0,5,Offer1,Four-Door Car,4386.277558
Basic,Employed,48597,Single,65,0,1,Offer2,Four-Door Car,2503.603127
Basic,Employed,56202,Married,108,0,8,Offer1,SUV,8610.667489
Basic,Unemployed,0,Married,110,0,7,Offer2,SUV,8215.388242
Basic,Employed,44279,Married,61,0,3,Offer2,Two-Door Car,4854.362069
Basic,Medical Leave,17576,Married,71,0,1,Offer2,Four-Door Car,2722.210707
Basic,Employed,49182,Married,70,0,2,Offer1,Two-Door Car,8436.350708
Basic,Employed,56701,Married,65,0,1,Offer4,Four-Door Car,2591.749798
Basic,Employed,96137,Married,73,2,1,Offer1,Two-Door Car,2902.151897
Basic,Employed,48534,Married,110,0,2,Offer1,SUV,13357.44544
Extended,Employed,52499,Single,124.5116528,0,2,Offer1,SUV,42937.34691
Extended,Medical Leave,15921,Married,92,1,4,Offer1,Four-Door Car,6903.946532
Basic,Employed,34990,Single,65,0,1,Offer2,Four-Door Car,2574.020376
Extended,Employed,77309,Married,83,0,1,Offer4,Two-Door Car,3358.660979
Extended,Disabled,21135,Divorced,133.6995834,0,1,Offer3,SUV,4983.114656
Extended,Unemployed,0,Single,86,0,4,Offer1,Two-Door Car,6019.960469
Basic,Employed,70784,Married,64,0,7,Offer2,Four-Door Car,5080.23973
Basic,Employed,26975,Married,73,0,5,Offer4,Two-Door Car,5809.261551
Basic,Employed,86824,Married,72,0,3,Offer1,Four-Door Car,5817.832355
Extended,Employed,93272,Married,95,0,1,Offer2,Two-Door Car,3832.118106
Extended,Employed,24164,Divorced,137,0,5,Offer2,Sports Car,10972.06778
Basic,Employed,67899,Married,71.48518311,1,3,Offer3,Four-Door Car,5254.019142
Basic,Unemployed,0,Single,70.04827367,0,3,Offer2,Four-Door Car,6446.706674
Extended,Employed,30786,Single,89,0,2,Offer2,Two-Door Car,10248.89802
Basic,Employed,38157,Married,61,0,4,Offer3,Two-Door Car,4817.992644
Extended,Employed,31991,Single,81,3,2,Offer2,Four-Door Car,8915.172898
Basic,Employed,56835,Married,67,0,3,Offer1,Two-Door Car,5387.926265
Extended,Unemployed,0,Divorced,88,0,1,Offer1,Four-Door Car,3210.417377
Basic,Unemployed,0,Single,70,3,2,Offer2,Four-Door Car,7324.285428
Premium,Employed,32762,Married,112,0,2,Offer1,Four-Door Car,13268.79263
Extended,Medical Leave,17514,Married,127,0,3,Offer1,SUV,9753.307106
Extended,Unemployed,0,Single,136,4,3,Offer1,SUV,8818.051498
Basic,Employed,33938,Single,64,0,7,Offer1,Four-Door Car,4898.674401
Basic,Unemployed,0,Single,70,0,1,Offer2,Four-Door Car,2430.959055
Premium,Unemployed,0,Single,177,0,3,Offer1,SUV,12047.775
Premium,Employed,40864,Married,111,1,1,Offer4,Two-Door Car,4236.84292
Premium,Unemployed,0,Married,105,0,1,Offer1,Four-Door Car,3885.456401
Extended,Employed,23649,Single,80.28228711,1,5,Offer4,Four-Door Car,9753.307106
Basic,Medical Leave,10074,Married,107,0,1,Offer2,SUV,4016.132772
Extended,Employed,73643,Single,89,0,1,Offer2,Four-Door Car,3514.212939
Extended,Employed,84869,Married,85,0,4,Offer2,Four-Door Car,6883.686618
Basic,Employed,63223,Married,70,0,1,Offer2,Two-Door Car,2783.583044
Premium,Medical Leave,16707,Divorced,102,0,8,Offer3,Four-Door Car,7614.669735
Basic,Employed,70012,Married,119,0,1,Offer4,SUV,4794.116328
Extended,Medical Leave,23051,Divorced,99,0,1,Offer1,Two-Door Car,3837.357574
Extended,Employed,48567,Single,130,0,1,Offer2,SUV,5015.009472
Extended,Unemployed,0,Married,84,2,3,Offer2,Four-Door Car,6227.365252
Basic,Employed,48943,Married,65,0,2,Offer1,Two-Door Car,7851.582939
Basic,Employed,93884,Married,65,0,1,Offer4,Four-Door Car,2635.148447
Basic,Employed,50516,Married,62,0,1,Offer1,Four-Door Car,2480.487171
Basic,Unemployed,0,Married,65,0,2,Offer1,Four-Door Car,7628.749434
Extended,Employed,60884,Single,76,0,4,Offer2,Four-Door Car,6153.394838
Extended,Disabled,27972,Married,90,0,8,Offer3,Two-Door Car,6966.319103
Basic,Unemployed,0,Divorced,64,0,4,Offer1,Four-Door Car,4605.265164
Extended,Employed,60244,Married,83,3,1,Offer3,Four-Door Car,3237.996209
Premium,Employed,76514,Married,111,0,9,Offer2,Four-Door Car,9036.657561
Extended,Employed,60646,Married,134,0,2,Offer2,SUV,16261.5855
Basic,Employed,36313,Married,73.03731229,0,3,Offer3,Four-Door Car,5016.827946
Basic,Employed,42045,Married,103,0,3,Offer1,SUV,8264.747863
Extended,Unemployed,0,Single,95,0,2,Offer2,Two-Door Car,27945.89465
Basic,Unemployed,0,Single,73,0,1,Offer4,Four-Door Car,2726.834065
Basic,Employed,56481,Married,74,0,2,Offer1,Two-Door Car,8509.019846
Extended,Employed,51833,Married,98,0,1,Offer1,Four-Door Car,3895.961837
Basic,Disabled,11432,Married,119,0,2,Offer2,SUV,13466.92071
Extended,Employed,78108,Single,98,0,1,Offer2,Two-Door Car,3886.647414
Extended,Disabled,19429,Married,122,0,9,Offer1,SUV,9560.049227
Basic,Employed,47306,Married,74,0,3,Offer4,Four-Door Car,5907.078117
Premium,Employed,40006,Divorced,114,1,7,Offer1,Two-Door Car,9065.25926
Basic,Employed,79297,Married,88.29250043,0,1,Offer2,Four-Door Car,2569.692441
Basic,Employed,77803,Married,63,0,2,Offer2,Four-Door Car,17625.53763
Premium,Employed,41854,Married,110,0,8,Offer1,Four-Door Car,8861.900439
Basic,Unemployed,0,Single,67,0,8,Offer1,Two-Door Car,4739.861234
Basic,Disabled,14209,Married,62,0,2,Offer3,Four-Door Car,18591.54967
Basic,Medical Leave,18606,Married,110,1,1,Offer3,SUV,4099.659085
Extended,Unemployed,0,Married,138,4,1,Offer1,SUV,5064.127663
Basic,Employed,41043,Married,72,0,5,Offer3,Four-Door Car,5638.046345
Basic,Employed,76358,Married,66,0,2,Offer3,Four-Door Car,23594.6802
Basic,Employed,34837,Married,63,0,2,Offer1,Four-Door Car,7663.514373
Basic,Employed,35095,Divorced,86.01700567,0,2,Offer2,Two-Door Car,16979.79757
Basic,Employed,36007,Married,70,0,2,Offer1,Four-Door Car,25093.57037
Basic,Employed,87840,Married,118,1,3,Offer1,SUV,9419.883665
Basic,Employed,30027,Married,65,0,1,Offer2,Four-Door Car,2560.691306
Basic,Employed,78618,Divorced,91.02051075,0,1,Offer1,Two-Door Car,2619.337376
Extended,Retired,20993,Divorced,133,2,1,Offer1,SUV,4772.943848
Premium,Employed,54702,Married,199,0,1,Offer4,SUV,8019.856041
Basic,Unemployed,0,Single,71,0,4,Offer1,Four-Door Car,5088.687654
Premium,Employed,26245,Single,110,0,1,Offer4,Two-Door Car,4271.200049
Premium,Disabled,23474,Married,100,0,1,Offer1,Sports Car,3954.344534
Extended,Employed,41273,Married,77,1,1,Offer2,Two-Door Car,3086.873854
Extended,Employed,24213,Single,78,1,2,Offer2,Four-Door Car,24709.59957
Extended,Employed,76506,Divorced,89,0,8,Offer2,Two-Door Car,7155.471967
Basic,Employed,66023,Married,73.58610794,0,1,Offer4,Four-Door Car,2847.965582
Premium,Employed,22103,Married,101,0,2,Offer4,Two-Door Car,16702.69914
Basic,Employed,44719,Married,193,0,2,Offer1,Luxury Car,23144.1327
Basic,Employed,90353,Married,70,0,7,Offer2,Two-Door Car,5680.467468
Basic,Employed,36706,Married,71,0,1,Offer2,Two-Door Car,2863.043304
Premium,Employed,88854,Single,118,0,2,Offer1,Two-Door Car,14042.103
Basic,Unemployed,0,Divorced,64,0,2,Offer1,Two-Door Car,6866.093807
Basic,Medical Leave,10237,Married,72,0,1,Offer2,Two-Door Car,2620.601718
Extended,Unemployed,0,Single,90,0,2,Offer1,Four-Door Car,9112.266649
Extended,Unemployed,0,Single,91,0,6,Offer1,Two-Door Car,6265.343299
Basic,Employed,25398,Married,74,0,3,Offer4,Four-Door Car,5878.447428
Basic,Unemployed,0,Single,117.0939226,0,7,Offer1,SUV,7635.422232
Basic,Employed,97735,Divorced,73,0,1,Offer2,Four-Door Car,2939.939038
Basic,Employed,60415,Divorced,62,0,5,Offer2,Two-Door Car,4983.457132
Extended,Employed,48567,Single,130,0,1,Offer2,SUV,5015.009472
Basic,Retired,28215,Single,65,0,3,Offer1,Two-Door Car,4650.063763
Extended,Employed,96162,Single,97,0,4,Offer2,Four-Door Car,7758.588506
Extended,Employed,60613,Single,240,0,1,Offer4,Luxury Car,9366.816281
Extended,Employed,84629,Married,90,0,5,Offer2,Four-Door Car,7291.599536
Basic,Disabled,14174,Married,72,0,8,Offer1,Four-Door Car,5598.273622
Basic,Employed,56481,Married,106,0,3,Offer1,SUV,8509.019846
Extended,Disabled,15871,Married,89,0,4,Offer4,Four-Door Car,6838.767672
Basic,Employed,46896,Married,62,1,4,Offer2,Four-Door Car,4951.656084
Extended,Disabled,16450,Married,128,0,1,Offer1,SUV,4836.21886
Basic,Unemployed,0,Married,100,1,1,Offer1,SUV,3460.12299
Basic,Unemployed,0,Married,109,0,3,Offer1,SUV,8522.759016
Basic,Unemployed,0,Single,64,0,2,Offer1,Four-Door Car,11095.97445
Basic,Employed,24825,Married,64,0,1,Offer2,Two-Door Car,2497.45507
Basic,Unemployed,0,Single,66,0,2,Offer1,Four-Door Car,6993.380588
Basic,Employed,31972,Married,70,0,3,Offer1,Four-Door Car,5580.916514
Extended,Disabled,13207,Married,137,2,3,Offer1,SUV,9939.255085
Premium,Employed,90343,Single,175,0,3,Offer1,SUV,13742.53724
Premium,Unemployed,0,Divorced,134.0663375,1,2,Offer1,SUV,17602.51146
Basic,Unemployed,0,Married,73,0,2,Offer1,Four-Door Car,8204.863191
Extended,Employed,68025,Divorced,91,0,2,Offer1,Four-Door Car,10892.90825
Basic,Unemployed,0,Married,100,0,4,Offer1,Sports Car,7331.508054
Extended,Employed,86195,Married,139,0,3,Offer1,SUV,11281.52451
Extended,Employed,91268,Married,229,0,5,Offer2,Luxury Car,18504.2801
Extended,Employed,42056,Married,78,0,1,Offer1,Four-Door Car,3130.67843
Extended,Employed,38500,Married,99,1,1,Offer1,Four-Door Car,3982.180708
Basic,Employed,62464,Married,109,0,4,Offer2,Sports Car,8658.863813
Extended,Employed,66676,Married,97,0,1,Offer3,Four-Door Car,3919.366722
Basic,Employed,64502,Married,70,0,2,Offer2,Two-Door Car,8355.774443
Basic,Unemployed,0,Single,74,0,7,Offer3,Two-Door Car,5097.763337
Extended,Employed,47730,Divorced,91,0,2,Offer3,Four-Door Car,28699.89392
Basic,Employed,81565,Married,71,0,1,Offer2,Four-Door Car,2880.348532
Extended,Employed,68563,Married,131,1,3,Offer4,SUV,10425.98532
Basic,Unemployed,0,Single,74,0,2,Offer1,Four-Door Car,13372.32772
Extended,Disabled,16711,Married,91,1,1,Offer1,Four-Door Car,3499.988408
Basic,Medical Leave,23577,Married,68,0,2,Offer2,Four-Door Car,7699.632103
Extended,Disabled,22076,Single,80.04732699,0,1,Offer1,Four-Door Car,3106.48254
Basic,Employed,58577,Married,110,0,1,Offer1,SUV,4428.031583
Basic,Employed,70837,Married,73,4,3,Offer2,Four-Door Car,5635.403677
Basic,Employed,73054,Married,106,1,2,Offer1,SUV,12741.84754
Extended,Employed,68727,Married,94,0,1,Offer4,Two-Door Car,3776.665506
Extended,Disabled,20132,Divorced,86,3,2,Offer1,Four-Door Car,8763.449964
Extended,Unemployed,0,Married,79,0,9,Offer4,Two-Door Car,5714.246379
Basic,Employed,33947,Married,66,1,1,Offer2,Four-Door Car,2599.2896
Basic,Disabled,12495,Divorced,65,0,1,Offer1,Four-Door Car,2413.93064
Basic,Employed,36554,Married,107,0,3,Offer1,SUV,8114.409136
Basic,Employed,50800,Married,112,0,2,Offer1,Sports Car,13369.44267
Basic,Employed,54833,Married,198,3,3,Offer3,Luxury Car,15512.24997
Extended,Disabled,11538,Married,82,0,2,Offer3,Four-Door Car,21528.56723
Basic,Medical Leave,26334,Single,71,0,3,Offer2,Two-Door Car,5305.087084
Extended,Employed,33432,Single,90,0,2,Offer1,Two-Door Car,10388.986
Basic,Unemployed,0,Married,73,1,7,Offer1,Two-Door Car,5905.971667
Basic,Employed,48203,Divorced,66,0,6,Offer4,Four-Door Car,5219.754045
Extended,Employed,23576,Married,89,0,2,Offer2,Four-Door Car,31864.8589
Basic,Unemployed,0,Married,106,0,7,Offer1,SUV,7645.861827
Premium,Employed,22799,Married,190,0,6,Offer2,SUV,15042.57658
Basic,Unemployed,0,Divorced,72,0,3,Offer3,Four-Door Car,4830.908873
Basic,Unemployed,0,Single,64,0,1,Offer4,Four-Door Car,2275.363967
Basic,Employed,44524,Married,70,0,2,Offer4,Four-Door Car,11044.10847
Basic,Employed,29822,Single,61,0,2,Offer2,Two-Door Car,19014.47625
Basic,Employed,65096,Married,67,3,8,Offer1,Four-Door Car,5285.314179
Basic,Employed,61953,Divorced,113,0,1,Offer3,SUV,4416.206243
Extended,Employed,27458,Divorced,131,0,5,Offer1,Sports Car,10506.93706
Basic,Employed,45181,Married,65,0,1,Offer4,Four-Door Car,2599.968438
Premium,Unemployed,0,Married,144.7138551,0,1,Offer2,SUV,5619.689084
Basic,Employed,97917,Single,67,5,3,Offer4,Two-Door Car,4928.001408
Basic,Unemployed,0,Divorced,68,0,7,Offer1,Four-Door Car,4890.1093
Basic,Employed,99185,Married,115,0,3,Offer2,SUV,9369.639891
Extended,Unemployed,0,Married,77,0,9,Offer3,Four-Door Car,5677.309793
Basic,Employed,24317,Married,73,1,3,Offer1,Four-Door Car,5850.451386
Basic,Employed,23692,Married,67,0,1,Offer1,Two-Door Car,2542.845763
Premium,Employed,76184,Married,111,0,3,Offer2,Two-Door Car,9002.409572
Basic,Employed,81350,Married,73,0,2,Offer1,Four-Door Car,8879.790017
Premium,Employed,69442,Married,118,3,3,Offer3,Four-Door Car,9339.341599
Basic,Employed,75217,Single,61,1,2,Offer3,Four-Door Car,7173.909404
Basic,Unemployed,0,Single,70,0,2,Offer1,Four-Door Car,14837.50253
Extended,Employed,72517,Married,126,0,2,Offer1,SUV,14510.44376
Extended,Employed,26050,Married,97,0,1,Offer2,Four-Door Car,3803.79853
Basic,Disabled,18884,Divorced,64,0,2,Offer1,Four-Door Car,7296.535053
Basic,Medical Leave,23870,Married,74,0,1,Offer2,Two-Door Car,2816.567395
Basic,Employed,75644,Divorced,65,3,9,Offer2,Two-Door Car,4974.801539
Extended,Employed,42314,Married,80,0,3,Offer3,Four-Door Car,6282.079645
Basic,Employed,25998,Married,71,0,2,Offer2,Four-Door Car,8382.478392
Basic,Employed,99824,Married,63,0,1,Offer1,Four-Door Car,2538.857089
Extended,Unemployed,0,Single,122,0,9,Offer1,Sports Car,9031.214859
Extended,Employed,33255,Divorced,139,0,1,Offer3,SUV,5526.438887
Basic,Employed,51144,Married,61,1,9,Offer1,Two-Door Car,4768.955924
Extended,Employed,47197,Married,81,0,2,Offer2,Four-Door Car,9805.829614
Basic,Employed,58729,Married,68,2,1,Offer1,Four-Door Car,2642.932059
Basic,Unemployed,0,Single,106,0,5,Offer1,SUV,7635.554626
Extended,Medical Leave,15300,Married,85,0,9,Offer3,Four-Door Car,6494.243995
Basic,Employed,31283,Married,105,0,2,Offer1,SUV,12101.20884
